,trial,set_number,block_number,trial_type,stimulus_type,trigger,stimulus
85,286,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
86,287,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
87,288,3,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
88,289,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
89,290,3,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
90,291,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
91,292,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
92,293,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
93,294,3,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
94,295,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
95,296,3,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
96,297,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
97,298,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
98,299,3,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
99,300,3,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
0,301,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
1,302,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
2,303,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
3,304,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
4,305,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
5,306,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
6,307,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
7,308,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
8,309,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
9,310,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
10,311,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
11,312,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
12,313,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
13,314,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
14,315,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
15,316,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
16,317,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
17,318,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
18,319,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
19,320,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
20,321,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
21,322,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
22,323,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
23,324,4,1,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
24,325,4,1,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
25,326,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
26,327,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
27,328,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
28,329,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
29,330,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
30,331,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
31,332,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
32,333,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
33,334,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
34,335,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
35,336,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
36,337,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
37,338,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
38,339,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
39,340,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
40,341,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
41,342,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
42,343,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
43,344,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
44,345,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
45,346,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
46,347,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
47,348,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
48,349,4,2,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
49,350,4,2,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
50,351,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
51,352,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
52,353,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
53,354,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
54,355,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
55,356,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
56,357,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
57,358,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
58,359,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
59,360,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
60,361,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
61,362,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
62,363,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
63,364,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
64,365,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
65,366,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
66,367,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
67,368,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
68,369,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
69,370,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
70,371,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
71,372,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
72,373,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
73,374,4,3,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
74,375,4,3,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
75,376,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
76,377,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
77,378,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
78,379,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
79,380,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
80,381,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
81,382,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
82,383,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
83,384,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
84,385,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
85,386,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
86,387,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
87,388,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
88,389,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
89,390,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
90,391,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
91,392,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
92,393,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
93,394,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
94,395,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
95,396,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
96,397,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
97,398,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
98,399,4,4,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
99,400,4,4,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
0,401,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
1,402,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
2,403,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
3,404,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
4,405,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
5,406,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
6,407,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
7,408,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
8,409,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
9,410,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
10,411,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
11,412,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
12,413,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
13,414,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
14,415,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
15,416,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
16,417,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
17,418,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
18,419,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
19,420,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
20,421,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
21,422,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
22,423,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
23,424,5,1,TrialType.nonlanguage_spectral,StimulusType.deviant,21.0,nonlanguage_spectral_deviant.wav
24,425,5,1,TrialType.nonlanguage_spectral,StimulusType.standard,20.0,nonlanguage_spectral_standard.wav
25,426,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
26,427,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
27,428,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
28,429,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
29,430,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
30,431,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
31,432,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
32,433,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
33,434,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
34,435,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
35,436,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
36,437,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
37,438,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
38,439,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
39,440,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
40,441,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
41,442,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
42,443,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
43,444,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
44,445,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
45,446,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
46,447,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
47,448,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
48,449,5,2,TrialType.nonlanguage_duration,StimulusType.deviant,31.0,nonlanguage_duration_deviant.wav
49,450,5,2,TrialType.nonlanguage_duration,StimulusType.standard,30.0,nonlanguage_duration_standard.wav
50,451,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
51,452,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
52,453,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
53,454,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
54,455,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
55,456,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
56,457,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
57,458,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
58,459,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
59,460,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
60,461,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
61,462,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
62,463,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
63,464,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
64,465,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
65,466,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
66,467,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
67,468,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
68,469,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
69,470,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
70,471,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
71,472,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
72,473,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
73,474,5,3,TrialType.language_duration,StimulusType.deviant,11.0,language_duration_deviant.wav
74,475,5,3,TrialType.language_duration,StimulusType.standard,10.0,language_duration_standard.wav
75,476,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
76,477,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
77,478,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
78,479,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
79,480,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
80,481,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
81,482,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
82,483,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
83,484,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
84,485,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
85,486,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
86,487,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
87,488,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
88,489,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
89,490,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
90,491,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
91,492,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
92,493,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
93,494,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
94,495,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
95,496,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
96,497,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
97,498,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
98,499,5,4,TrialType.language_spectral,StimulusType.deviant,1.0,language_spectral_deviant.wav
99,500,5,4,TrialType.language_spectral,StimulusType.standard,0.0,language_spectral_standard.wav
